asassn_id,other_ids,atel_tns,ra,dec,discovery_ut,v_g_mag,sdss,dss,vizier,spectroscopic_class,comments,ra_deg,dec_deg
ASASSN-26aj,,-,15:33:45.22,-22:11:7.9,2026-01-16.51,14,SDSS,DSS,VIZIER,-,"CV candidate, matches to PS1 g=21.8, g>17.8 on 2026-01-11.35, g=14.3 on 2026-01-16.34, g=14.4 on 2026-01-16.51, g=14.7 on 2026-01-19.33",233.43841666666668,-22.18552777777778
ASASSN-26ak,,-,12:27:8.33,-58:19:36.1,2026-01-16.2,13.94,SDSS,DSS,VIZIER,-,"CV candidate, matches to GAIA DR3 G=19.4, g>18.4 on 2026-01-14.33, g=14.3 on 2026-01-16.21, g=15.3 on 2026-01-20.20",186.78470833333333,-58.32669444444445
ASASSN-26ai,,-,17:21:53.1,4:39:7.1,2026-01-16.67,14.83,SDSS,DSS,VIZIER,-,"CV candidate, matches to GAIA DR3 G=21.0, g>17.4 on 2026-01-15.53, g=15.2 on 2026-01-16.67, g=16.2 on 2026-01-19.52",260.47125,4.651972222222223
ASASSN-26ah,,-,14:46:54.08,-64:4:30.1,2026-01-15.07,16.84,SDSS,DSS,VIZIER,-,"CV candidate, matches to GAIA DR3 G=19.0, g>16.7 on 2026-01-08.10, g=16.8 on 2026-01-08.34, g=17.4 on 2026-01-19.32",221.72533333333337,-64.07502777777778
,SN2025ajvh (GOTO25mvx),-,23:2:43.24,20:4:53,2026-01-15.07,16.03,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.0336, discovered 2025/12/29.843, Type Ia-91T-like",345.6801666666667,20.08138888888889
ASASSN-26ag,,-,14:12:27.38,-30:12:29.1,2026-01-14.27,15.35,SDSS,DSS,VIZIER,-,"CV candidate, no Vizier match, g>17.7 on 2026-01-10.31, g=15.7 on 2026-01-14.28, g=16.2 on 2026-01-16.30",213.11408333333333,-30.20808333333333
,SN 2025ajnc (ZTF25acldfsf),-,14:33:53.64,5:27:36.2,2026-01-14.6,15.69,SDSS,DSS,VIZIER,-,"known SN candidate, zhost=0.024931, discovered 2025/12/28.565, Type Ia",218.47350000000003,5.460055555555556
,AT2025afcm (ZTF25acelegg),-,1:43:0.31,-34:11:40.6,2026-01-13.08,0.45,SDSS,DSS,VIZIER,-,"known SN candidate, z unknown, discovered 2025/11/24.448, Type unknown",25.751291666666667,-34.19461111111111
,AT2025ahal (GOTO25lsa),-,0:26:17.71,-52:11:38.6,2026-01-11.06,17.57,SDSS,DSS,VIZIER,-,"known SN candidate, z unknown, discovered 2025/12/15.464, Type unknown",6.573791666666667,-52.19405555555555
,SN2025ahxd (ZTF25ackdapv),-,0:51:36.17,29:42:40.1,2026-01-11.21,15,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.016455, discovered 2025/12/22.101, Type Ia",12.900708333333332,29.71113888888889
,AT2025ahrt (ATLAS25pzl),-,10:19:19.14,-37:54:58.3,2026-01-10.26,-0.54,SDSS,DSS,VIZIER,-,"known SN candidate, z unknown, discovered 2025/12/20.073, Type unknown",154.82975000000002,-37.91619444444444
,SN2025ajng (ZTF25acldgpg),-,14:37:48.78,15:51:4.2,2026-01-9.42,16.35,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.037, discovered 2025/12/28.506, Type Ia",219.45325000000003,15.851166666666666
,SN2026A (PS26a),-,5:1:3.7,-8:34:13.2,2026-01-9.28,16.83,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.026328, discovered 2026/01/01.353, Type Ia-91T-like",75.26541666666667,-8.570333333333332
,SN2025ajvg (GOTO25mvw),-,0:2:52.11,13:5:42.9,2026-01-9.13,15.89,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.017349, discovered 2025/12/29.846, Type Ia",0.717125,13.09525
,SN2025aigm (GOTO25moz),-,8:37:9.62,-2:18:8.8,2026-01-9.55,17.66,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.0525, discovered 2025/12/23.080, Type Ia",129.29008333333334,-2.3024444444444443
,SN2025ahyt (ZTF25ackrgcs),-,9:52:50.71,39:36:55.7,2026-01-9.37,16.97,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.045792, discovered 2025/12/22.431, Type Ia",148.21129166666665,39.61547222222222
,AT2026ta (ZTF26aaapwwk),-,11:22:19.08,-27:21:40.9,2026-01-9.32,15.88,SDSS,DSS,VIZIER,-,"known SN candidate, z unknown, discovered 2026/01/10.461, Type unknown",170.5795,-27.361361111111112
,SN 2025ahsa (ZTF25acjpvvr),-,14:35:0.21,0:59:11.4,2026-01-8.35,-2,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.015, discovered 2025/12/20.504, Type Ia",218.750875,0.9864999999999999
,SN2025ahkt (ZTF25acitiuq),-,9:25:42.42,22:20:6.1,2026-01-8.03,15.88,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.026228, discovered 2025/12/16.434, Type Ia",141.42675,22.33502777777778
,SN 2025aikz (ATLAS25qjj),-,22:39:53.44,34:53:50,2026-01-7.09,16.3,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.046, discovered 2025/12/27.241, Type Ia",339.97266666666667,34.89722222222222
,SN 2025aiks (GOTO25mrk),-,8:21:20.95,20:52:1.6,2026-01-7.13,15.82,SDSS,DSS,VIZIER,-,"known SN candidate, zhost=0.017070, discovered 2025/12/25.997, Type Ia",125.33729166666666,20.86711111111111
,AT2025ajvk (KATS25Y020),-,7:35:31.38,9:10:32.4,2026-01-7.12,-1.82,SDSS,DSS,VIZIER,-,"known SN candidate, z unknown, discovered 2025/12/29.753, Type CV",113.88074999999999,9.175666666666666
,AT2026nl (KATS26A003),-,2:50:7.71,-16:37:2.3,2026-01-7.16,14.19,SDSS,DSS,VIZIER,-,"known SN candidate, z=0, discovered 2026/01/06.635, Type CV",42.532125,-16.617305555555557
,SN 2025ajmj (ATLAS25qko),-,14:5:12.75,-33:46:0.8,2026-01-7.31,14.93,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.013, discovered 2025/12/29.328, Type Ia",211.30312500000002,-33.766888888888886
,SN 2025aiaj (GOTO25mil),-,12:35:8.33,28:3:22.7,2026-01-5.44,15.76,SDSS,DSS,VIZIER,-,"known SN candidate, zhost=0.024877, discovered 2025/12/23.223, Type unknown",188.78470833333333,28.056305555555557
ASASSN-26af,,-,5:30:0.47,-66:43:29.4,2026-01-5.12,14.38,SDSS,DSS,VIZIER,-,"Star Undergoing Deep Dimming Events, matches GAIA DR3 g=14.2, full ASAS-SN lightcurve and the last 362 days",82.50195833333333,-66.72483333333334
ASASSN-26ac,,-,14:5:5.13,-44:14:24,2026-01-5.3,16.01,SDSS,DSS,VIZIER,-,"CV candidate, matches to DES DR2 g=26.5, g>17.8 on 2025-12-30.32, g=16.3 on 2025-12-31.36, g=16.3 on 2026-01-01.31, g=16.3 on 2026-01-05.30",211.271375,-44.24
,AT2025alco (PS25mfg),-,11:29:16.57,20:35:9,2026-01-4.39,15.93,SDSS,DSS,VIZIER,-,"known SN candidate, z unknown, discovered 2025/12/09.224, Type unknown",172.31904166666666,20.585833333333333
ASASSN-26ae,,-,16:42:59.28,26:21:2.8,2026-01-4.52,14.31,SDSS,DSS,VIZIER,-,"CV candidate, matches to PS1 g=20.2, g>16.0 on 2025-10-26.04, g=13.0 on 2025-12-25.54, g=13.5 on 2025-12-28.53, g=14.7 on 2026-01-05.51",250.74699999999999,26.35077777777778
ASASSN-26ad,,-,4:13:46.52,-5:2:18.3,2026-01-4.1,14.57,SDSS,DSS,VIZIER,-,"CV candidate, matches to SDSS g=23.0, g>17.2 on 2026-01-01.06, g=16.1 on 2026-01-02.03, g=14.8 on 2026-01-02.28, g=15.0 on 2026-01-04.33",63.44383333333334,-5.0384166666666665
ASASSN-25fj/ASASSN-26ab,,-,5:0:1.22,-57:14:29.2,2026-01-1.05,13.41,SDSS,DSS,VIZIER,-,"CV candidate, no Vizier match, g>18.8 on 2025-12-23.10, g=12.3 on 2025-12-25.06, g=13.9 on 2026-01-02.26",75.00508333333333,-57.24144444444445
ASASSN-25fg,,-,13:53:51.35,-17:55:38.1,2025-12-23.33,16.66,SDSS,DSS,VIZIER,-,"CV candidate, no Vizier match, g>17.3 on 2025-09-01.97, g=16.7 on 2025-12-18.35, g=17.0 on 2025-12-23.33",208.46395833333332,-17.92725
,AT2025ahtd (KATS25Y006),-,6:18:15.27,15:47:38.1,2025-12-23.31,16.96,SDSS,DSS,VIZIER,-,"known SN candidate, z unknown, discovered 2025/12/20.699, Type unknown",94.56362499999999,15.793916666666666
,SN 2025agvw (ATLAS25pta),-,7:20:53.12,-33:2:58.2,2025-12-23.32,16.84,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.04, discovered 2025/12/14.548, Type Ia",110.22133333333332,-33.049499999999995
ASASSN-25fh,,-,2:58:15.63,44:47:45.8,2025-12-23.13,15.63,SDSS,DSS,VIZIER,-,"CV candidate, matches to GAIA DR3 G=13.1, g>15.8 on 2025-09-15.97, g=17.0 on 2025-12-02.35, g=14.4 on 2025-12-23.32",44.565125,44.796055555555554
,AT2025aftm (GOTO25kze),-,4:51:3.78,-36:13:59,2025-12-20.14,17.35,SDSS,DSS,VIZIER,-,"known SN candidate, z unknown, discovered 2025/12/03.595, Type unknown",72.76575,-36.23305555555556
,SN2025afzm (GOTO25lfd),-,3:12:59.31,17:41:45.2,2025-12-20.15,17.22,SDSS,DSS,VIZIER,-,"known SN candidate, z 0.03, discovered 2025/12/07.077, Type Ia",48.247125,17.695888888888888
ASASSN-25fc,,-,13:33:14.27,-46:3:33.9,2025-12-19.32,,SDSS,DSS,VIZIER,-,"CV candidate, no Vizier match, g>17.9 on 2025-12-20.34, g=17.9 on 2025-12-21.34, g>18.2 on 2025-12-22.34",203.30945833333334,-46.059416666666664
,SN2025agie (GOTO25llp),-,7:7:30.84,24:37:55.6,2025-12-19.19,16.96,SDSS,DSS,VIZIER,-,"known SN candidate, z 0.03, discovered 2025/12/10.975, Type Ia",106.8785,24.63211111111111
ASASSN-25fd,,-,12:31:24.34,-59:7:9,2025-12-19.06,14.94,SDSS,DSS,VIZIER,-,"CV candidate, matches to GAIA DR3 G=20.7, g>17.4 on 2025-08-29.73, g=13.6 on 2025-12-04.08, g=15.1 on 2025-12-22.29",187.85141666666667,-59.119166666666665
ASASSN-25fe,,-,14:2:20.59,-20:28:28.7,2025-12-19.34,,SDSS,DSS,VIZIER,-,"CV candidate, no Vizier match, g>17.0 on 2025-09-01.97, g=16.9 on 2025-12-18.35, g=17.0 on 2025-12-22.33",210.58579166666667,-20.474638888888887
ASASSN-25ff,,-,8:8:51.65,-16:39:31.5,2025-12-19.22,,SDSS,DSS,VIZIER,-,"Raising Variable, matches PS1 g=13.2, full ASAS-SN lightcurve and the last 365 days",122.21520833333332,-16.658749999999998
,SN2025afty (ZTF19abpqfvo),-,0:34:5.69,5:21:7.5,2025-12-18.21,16.92,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.04, discovered 2025/12/04.109, Type Ia",8.523708333333333,5.352083333333333
,AT2025agsf (ATLAS25ppl),-,1:35:25.55,-5:40:42,2025-12-18.12,17.67,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.049387, discovered 2025/12/13.343, Type Ia",23.856458333333336,-5.678333333333334
,AT2025aetd (ATLAS25otn),-,6:12:0.84,-46:50:40.7,2025-12-15.08,17.32,SDSS,DSS,VIZIER,-,"known SN candidate, z unknown, discovered 2025/11/25.184, Type unknown",93.0035,-46.844638888888895
ASASSN-25fa,,-,11:7:12.05,-55:12:59,2025-12-14.25,16.07,SDSS,DSS,VIZIER,-,"CV candidate, no Vizier match, g>16.7 on 2025-12-09.27, g=16.3 on 2025-12-13.25, g=17.0 on 2025-12-16.24",166.80020833333336,-55.21638888888889
,AT2025afje (ZTF25acfcmnb),-,2:48:9.78,37:45:17.9,2025-12-13.28,17.65,SDSS,DSS,VIZIER,-,"known SN candidate, z unknown, discovered 2025/11/29.250, Type unknown",42.040749999999996,37.75497222222222
,SN2025afcy (ATLAS25pcf),-,8:17:38.99,59:57:25.9,2025-12-13.43,16.8,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.028, discovered 2025/11/28.563, Type Ia",124.41245833333333,59.95719444444445
,SN 2025afve (PS25ing),-,22:58:25.7,26:38:19.8,2025-12-12.1,16.63,SDSS,DSS,VIZIER,-,"known SN candidate, zhost=0.023857, discovered 2025/12/05.211, Type Ia",344.6070833333333,26.638833333333334
,SN 2025aegk (ATLAS25opg),-,3:44:52.1,-59:8:22.8,2025-12-12.1,,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.01841, discovered 2025/11/19.201, Type Ib",56.217083333333335,-59.13966666666666
,SN 2025aetg (ATLAS25otq),-,4:55:47.45,-18:56:49.7,2025-12-11.36,16.92,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.03, discovered 2025/11/25.006, Type IIn",73.94770833333334,-18.94713888888889
,SN 2025afwb (ZTF25acfxytw),-,23:15:7.77,13:10:19.8,2025-12-11.2,17.13,SDSS,DSS,VIZIER,-,"known SN candidate, zhost=0.04, discovered 2025/12/04.123, Type Ia",348.782375,13.172166666666666
,SN 2025aeqg (ATLAS25ory),-,2:19:39.33,-45:39:0.6,2025-12-10.07,16.77,SDSS,DSS,VIZIER,-,"known SN candidate, z unknown, discovered 2025/11/22.158, Type unknown",34.913875,-45.650166666666664
,SN2025afih (WFST251129euxe),-,2:3:3.89,4:14:37.3,2025-12-8.1,16.49,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.019, discovered 2025/11/29.726, Type Ia",30.766208333333335,4.243694444444444
,AT2025aeei (ATLAS25onl),-,22:23:3.49,-56:35:57.5,2025-12-8.03,16.01,SDSS,DSS,VIZIER,-,"known SN candidate, z unknown, discovered 2025/11/16.062, Type unknown",335.7645416666667,-56.59930555555556
,AT2025aftz (GOTO25lah),-,7:40:22.22,-10:0:59.3,2025-12-8.46,15.46,SDSS,DSS,VIZIER,-,"known SN candidate, z unknown, discovered 2025/12/03.089, Type unknown",115.09258333333334,-10.016472222222223
ASASSN-25ez,,-,18:44:55.93,47:57:37.6,2025-12-3.07,15.16,SDSS,DSS,VIZIER,-,"CV candidate, no Vizier match, g>18.1 on 2025-11-09.12, g=16.5 on 2025-11-27.06, g=15.6 on 2025-12-04.07",281.2330416666667,47.96044444444445
ASASSN-25ey,,-,22:41:3.48,38:58:1.9,2025-11-26.08,15.68,SDSS,DSS,VIZIER,-,"CV candidate, matches to PS1 g=22.0, g>18.7 on 2025-11-16.22, g=15.7 on 2025-11-24.28, g=16.0 on 2025-11-26.09, g=16.3 on 2025-11-29.22",340.2645,38.967194444444445
,SN 2025aedz,-,5:50:46.62,58:54:53.5,2025-11-24.25,16.66,SDSS,DSS,VIZIER,-,"known SN candidate, z unknown, discovered 2025/11/18.806, Type unknown",87.69425,58.91486111111111
,SN 2025adwn (ATLAS25okd),-,6:35:50.19,-71:30:42,2025-11-24.11,17.58,SDSS,DSS,VIZIER,-,"known SN candidate, z unknown, discovered 2025/11/15.271, Type unknown",98.959125,-71.51166666666667
,AT2025aeft (ATLAS25oot),-,2:21:35.59,-14:18:4.9,2025-11-23.13,16.82,SDSS,DSS,VIZIER,-,"known SN candidate, z unknown, discovered 2025/11/20.149, Type unknown",35.39829166666667,-14.301361111111111
,AT2025aduf (GOTO25kew),-,1:42:47.75,12:31:45.1,2025-11-23.15,17.49,SDSS,DSS,VIZIER,-,"known SN candidate, z unknown, discovered 2025/11/16.965, Type unknown",25.698958333333334,12.529194444444446
ASASSN-25ev,,-,6:36:40.46,33:18:26.1,2025-11-23.36,14.76,SDSS,DSS,VIZIER,-,"CV candidate, matches to PS1 g=21.4, g>18.1 on 2025-11-16.27, g=15.7 on 2025-11-17.24, g=15.0 on 2025-11-23.36, g=15.2 on 2025-11-24.42",99.16858333333333,33.307249999999996
ASASSN-25ex,,-,19:35:4.58,-21:8:37.4,2025-11-23.04,14.77,SDSS,DSS,VIZIER,-,"CV candidate, no Vizier match, g>16.8 on 2025-11-16.01, g=14.0 on 2025-11-19.01, g=15.2 on 2025-11-23.05",293.76908333333336,-21.143722222222223
ASASSN-25eu,,-,7:17:55.62,-9:26:55.1,2025-11-22.31,15.99,SDSS,DSS,VIZIER,-,"CV candidate, no Vizier match, g>18.1 on 2025-11-19.19, g=17.6 on 2025-11-20.18, g=16.9 on 2025-11-24.55",109.48175,-9.448638888888889
ASASSN-25ew,,-,2:27:4.39,55:22:14.4,2025-11-21.17,15.35,SDSS,DSS,VIZIER,-,"CV candidate, no Vizier match, g>17.9 on 2025-11-19.29, g=15.7 on 2025-11-21.17, g=16.4 on 2025-11-24.40",36.76829166666667,55.370666666666665
,SN 2025acrr (ZTF25acdbsrg),-,5:14:45.06,-14:26:58,2025-11-20.08,17.05,SDSS,DSS,VIZIER,-,"known SN candidate, zhost=0.036825, discovered 2025/11/07.376, Type unknown",78.68775,-14.449444444444445
,SN 2025acsn (ZTFacdcysh),-,23:7:18.85,42:11:56.2,2025-11-18.12,15.92,SDSS,DSS,VIZIER,-,"known SN candidate, zhost=0.015791, discovered 2025/11/06.098, Type Ia",346.82854166666664,42.19894444444444
,SN2025acgk (ZTF25accsisb),-,2:7:9.66,-9:1:32,2025-11-17.35,17.33,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.04, discovered 2025/11/02.286, Type Ia",31.790249999999997,-9.025555555555556
,AT 2025advo (ATLAS25ogq),-,8:17:39.75,4:36:51.8,2025-11-17.21,16.51,SDSS,DSS,VIZIER,-,"possible SN candidate, z unknown, discovered 2025-11-17.144, Type unknown",124.415625,4.614388888888889
,SN 2025abnf (GOTO25jcw),-,20:24:44.64,-50:23:2.2,2025-11-16.03,15.61,SDSS,DSS,VIZIER,-,"known SN candidate, discovered 2025/10/24.464, Type unknown",306.186,-50.383944444444445
,SN 2025aczu (GOTO25jwl),-,4:22:41.06,-51:28:58.1,2025-11-16.24,17.11,SDSS,DSS,VIZIER,-,"known SN candidate, zhost=0.042800, discovered 2025/11/11.569, Type unknown",65.67108333333333,-51.48280555555556
,AT 2025adsr (GOTO25kdq),-,1:58:23.18,-29:19:37.1,2025-11-16.07,17.18,SDSS,DSS,VIZIER,-,"known transient, z unknown, discovered 2025-11-16.644, Type unknown",29.596583333333335,-29.32697222222222
,SN 2025acvj (ATLAS25nzc),-,2:15:50.04,-59:55:41.5,2025-11-14.32,16.99,SDSS,DSS,VIZIER,-,"known SN candidate, zhost=0.064154, discovered 2025/11/07.901, Type unknown",33.9585,-59.92819444444444
,SN 2025abuj,-,0:9:53.24,3:36:48.2,2025-11-14.09,16.79,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.047, discovered 2025/10/27.792, Type unknown",2.471833333333333,3.6133888888888888
ASASSN-25et,AT 2025adje,TNS,13:28:48.71,38:44:48.1,2025-11-14.51,-2.76,SDSS,DSS,VIZIER,-,"SN candidate, posted to TNS",202.20295833333333,38.746694444444444
,AT2025acgj (ATLAS25nut),-,3:22:46.35,-42:33:11.7,2025-11-13.18,16.38,SDSS,DSS,VIZIER,-,"known SN candidate, z unknown, discovered 2025/11/03.192, Type unknown",50.693125,-42.55325
ASASSN-25eq,,-,1:56:33.74,-74:11:58.8,2025-11-13.18,15.07,SDSS,DSS,VIZIER,-,"CV candidate, matches to GAIA DR3 G=19.4, g>18.1 on 2025-11-12.33, g=16.6 on 2025-11-13.05, g=14.2 on 2025-11-14.32",29.140583333333332,-74.19966666666667
,SN 2025abyc (ATLAS25nlw),-,2:44:25.33,-24:34:9,2025-11-12.18,17.03,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.02, discovered 2025/10/28.531, Type II",41.10554166666667,-24.569166666666668
ASASSN-25er,,-,8:7:53.59,-50:15:31.1,2025-11-12.2,15.91,SDSS,DSS,VIZIER,-,"CV candidate, matches to GAIA DR3 G=20.2, g>17.4 on 2025-11-09.22, g=15.9 on 2025-11-10.21, g=16.9 on 2025-11-14.20",121.97329166666665,-50.25863888888889
,SN2025acej (GOTO25jnh),-,6:5:35.76,-18:52:32.9,2025-11-11.33,16.74,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.022, discovered 2025/10/15.731, Type II",91.399,-18.875805555555555
,AT2025acqv (ZTF21acbfyew),-,22:15:33.3,38:0:18.3,2025-11-11.33,16.69,SDSS,DSS,VIZIER,-,"known SN candidate, z unknown, discovered 2025/11/05.162, Type unknown",333.88875,38.00508333333333
,SN2025abni (ATLAS25nhn),-,23:26:43.67,9:26:57,2025-11-11.18,16.42,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.034, discovered 2025/10/24.790, Type Ia",351.68195833333334,9.449166666666667
,AT2025acty (KATS25V009),-,19:48:27.99,50:57:1.3,2025-11-11.21,17.18,SDSS,DSS,VIZIER,-,"known SN candidate, z unknown, discovered 2025/11/08.612, Type unknown",297.116625,50.950361111111114
ASASSN-25eo,SN2025acvd,TNS,19:22:7.47,-30:23:0.5,2025-11-9.02,16.37,SDSS,DSS,VIZIER,-,"SN, posted to TNS",290.53112500000003,-30.38347222222222
,AT2025abya (ATLAS25nlv),-,5:59:51.01,-52:24:29.4,2025-11-8.25,16.83,SDSS,DSS,VIZIER,-,"known SN candidate, zhost=0.032683, discovered 2025/10/29.961, Type unknown",89.96254166666667,-52.408166666666666
,SN 2025abuz (ATLAS25njt),-,5:51:13.04,-83:59:2,2025-11-8.05,16.46,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.02023, discovered 2025/10/26.966, Type Ic-BL",87.80433333333332,-83.98388888888888
,SN 2025aceo (GOTO25jnk),-,22:33:17.03,-62:28:49.8,2025-11-8.05,17.52,SDSS,DSS,VIZIER,-,"known SN candidate, discovered 2025/11/02.489, Type unknown",338.3209583333333,-62.4805
,SN 2025abva (ATLAS25nju),-,22:33:42.67,-43:41:37.6,2025-11-8.05,16.23,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.036, discovered 2025/10/28.073, Type Ia",338.4277916666667,-43.693777777777775
,SN 2025absa (GOTO25jgj),-,9:29:15.2,-20:22:33.4,2025-11-7.45,15.27,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.016, zhost=0.015748, discovered 2025/10/26.738, Type Ia",142.3133333333333,-20.375944444444446
ASASSN-25ep,,-,5:38:42.43,70:51:38.3,2025-11-7.54,12.79,SDSS,DSS,VIZIER,-,"CV candidate, no Vizier match, g>16.5 on 2025-11-05.22, g=16.0 on 2025-11-06.23, g=13.0 on 2025-11-07.20, g=13.4 on 2025-11-10.52",84.67679166666666,70.86063888888889
ASASSN-25em,,-,21:31:0.74,-20:25:2.9,2025-11-3.05,14.99,SDSS,DSS,VIZIER,-,"CV candidate, matches to PS1 g=21.7, g>17.4 on 2025-10-28.88, g=15.3 on 2025-11-03.05, g=15.1 on 2025-11-04.08",322.75308333333334,-20.417472222222223
ASASSN-25en,,-,3:16:44.31,7:10:23.2,2025-11-3.37,14.94,SDSS,DSS,VIZIER,-,"CV candidate, matches to PS1 g=21.6, g>16.8 on 2025-11-02.07, g=17.3 on 2025-11-02.37, g=15.3 on 2025-11-03.37, g=16.0 on 2025-11-04.13",49.184625,7.173111111111111
,AT2025abdd (ZTF25abyevmr),-,7:52:49.37,69:0:15.5,2025-11-1.33,16.22,SDSS,DSS,VIZIER,-,"known SN candidate, z unknown, discovered 2025/10/20.389, Type unknown",118.20570833333333,69.00430555555556
ASASSN-25ek,,-,8:10:35.76,-13:50:24.1,2025-10-31.59,15.71,SDSS,DSS,VIZIER,-,"CV candidate, matches to PS1 g=21.5, g>18.0 on 2025-10-30.33, g=15.7 on 2025-10-31.24, g=15.9 on 2025-11-02.24, g=15.8 on 2025-11-03.59",122.64899999999999,-13.84002777777778
ASASSN-25el,,-,9:44:1.91,-64:42:11.9,2025-10-31.32,16.38,SDSS,DSS,VIZIER,-,"CV candidate, no Vizier match, g>18.4 on 2025-10-23.35, g=16.4 on 2025-10-24.34, g=17.5 on 2025-11-02.32",146.0079583333333,-64.70330555555556
,AT2025abwz (KATS25U026),-,5:16:37.49,40:47:41.9,2025-10-31.53,15.42,SDSS,DSS,VIZIER,-,"known SN candidate, z unknown, discovered 2025/10/29.868, Type unknown",79.15620833333332,40.79497222222222
,AT2025aafe (ZTF18aczuwxb),-,5:4:35.19,1:24:15.4,2025-10-30.61,17.71,SDSS,DSS,VIZIER,-,"known SN candidate, zhost=0.068530, discovered 2025/10/13.360, Type unknown",76.146625,1.4042777777777777
,AT2025abvl,-,6:11:7.93,50:54:35.7,2025-10-30.27,15.79,SDSS,DSS,VIZIER,-,"known SN candidate, discovered 2025/10/29.055, Type unknown",92.78304166666668,50.90991666666667
ASASSN-25ej,,-,18:36:19.83,-20:12:19.2,2025-10-30.01,14.42,SDSS,DSS,VIZIER,-,"Possible Microlensing Event, The Latest ASAS-SN Photometry, matches to PS1 g=16.1, g>16.6 on 2025-10-10.14, g=17.3 on 2025-10-11.13, g=16.8 on 2025-10-12.03, g=14.9 on 2025-10-31.06",279.08262500000006,-20.205333333333332
ASASSN-25ei,,-,0:53:47.84,16:17:21.9,2025-10-30.33,14.36,SDSS,DSS,VIZIER,-,"CV candidate, matches to SDSS g=21.7 g>18.9 on 2025-10-29.42, g=14.6 on 2025-10-30.33, g=14.7 on 2025-10-31.19",13.449333333333334,16.289416666666668
,SN 2025abov (GOTO25jfk),-,3:6:55.63,-11:58:55.9,2025-10-29.13,16.36,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.013, discovered 2025/10/25.543, Type Ia",46.73179166666667,-11.982194444444444
,SN 2025xmg (ATLAS25liu),-,22:5:49.02,15:55:14.5,2025-10-29.22,15.13,SDSS,DSS,VIZIER,-,"known SN candidate, discovered 025/09/14.386, Type unknown",331.45425,15.920694444444443
,SN 2025aavu (ATLAS25mwy),-,0:55:55.23,10:7:0,2025-10-27.16,17.4,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.04, discovered 2025/10/15.911, Type Ia",13.980125,10.116666666666667
,SN 2025abds (ZTF25abyguri),-,9:33:12.6,27:35:52.7,2025-10-26.41,17.23,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.02, discovered 2025/10/20.497, Type Ia",143.3025,27.59797222222222
,AT2025aafx(GOTO25ilo),-,23:19:5.69,-57:56:17.6,2025-10-26.09,16.94,SDSS,DSS,VIZIER,-,"known SN candidate, discovered 2025/10/13.442, Type unknown",349.77370833333333,-57.938222222222215
,Nova M31 2025-10a? (TCP J00384865+4046079),-,0:38:48.59,40:46:8.1,2025-10-25.22,15.26,SDSS,DSS,VIZIER,-,"known transient, z unknown, discovered 2025/10/17.480, Type unknown",9.702458333333334,40.76891666666666
,SN AT2025aapg (ATLAS25mtw),-,23:54:37.17,-32:58:19.7,2025-10-25.1,17.73,SDSS,DSS,VIZIER,-,"known SN candidate, discovered 2025/10/16.374, Type unknown",358.654875,-32.97213888888889
,SN 2025zpi (ZTF25abvqjxe),-,9:40:41.28,2:15:57.5,2025-10-24.35,0.28,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.015, discovered 2025/10/04.522, Type II",145.172,2.265972222222222
,AT2025aarm (GOTO25iqe),-,4:32:12.35,-5:22:39.3,2025-10-24.14,16.44,SDSS,DSS,VIZIER,-,"known SN candidate, zhost=0.013683, discovered 2025/10/01.172, Type unknown",68.05145833333333,-5.377583333333333
,AT2025abne (ZTF25abztjzq),-,4:52:52.74,-1:26:20,2025-10-24.59,14.31,SDSS,DSS,VIZIER,-,"known SN candidate, z unknwon, discovered 2025/10/24.459, Type unknown",73.21975,-1.4388888888888889
