event,field,star_no,ra_j2000,ra_deg,dec_j2000,dec_deg,tmax_hjd,tmax_ut,tau,umin,amax,dmag,fbl,ibl,i0
2012-BLG-0180,BLG505.32,25883,17:55:37.80,268.9075,-28:44:13.2,-28.737,2455995.598,2012-03-09.10,0.912,0.362,2.895,1.154,1.0,19.345,19.345
2012-BLG-0181,BLG507.22,97290,17:56:39.53,269.16470833,-31:36:44.9,-31.61247222,2456003.246,2012-03-16.75,29.573,0.253,4.051,1.519,0.207,18.379,20.088
2012-BLG-0182,BLG512.11,22922,18:04:02.84,271.01183333,-28:47:26.9,-28.79080556,2456001.861,2012-03-15.36,9.959,0.161,6.257,1.991,0.281,18.364,19.744
2012-BLG-0183,BLG534.19,109449,17:53:16.71,268.319625,-30:59:26.1,-30.99058333,2456006.311,2012-03-19.81,6.103,0.625,1.826,0.654,1.0,15.528,15.528
2012-BLG-0184,BLG631.21,77613,17:45:28.90,266.37041667,-22:05:40.2,-22.0945,2456008.333,2012-03-21.83,36.79,0.25,4.088,1.529,1.0,19.89,19.89
2012-BLG-0185,BLG501.10,168331,17:53:12.06,268.30025,-29:50:55.8,-29.84883333,2456004.7,2012-03-18.20,17.105,1.405,1.157,0.159,1.0,17.347,17.347
2012-BLG-0186,BLG504.12,55522,17:57:41.48,269.42283333,-28:17:12.5,-28.28680556,2455995.14,2012-03-08.64,9.416,0.137,7.351,2.166,1.0,19.634,19.634
2012-BLG-0187,BLG505.09,139132,17:59:31.40,269.88083333,-29:18:22.2,-29.30616667,2455998.761,2012-03-12.26,3.967,0.258,3.971,1.497,0.632,18.272,18.771
2012-BLG-0188,BLG505.13,83209,17:57:01.73,269.25720833,-29:22:08.6,-29.36905556,2456000.797,2012-03-14.30,19.613,0.79,1.545,0.472,1.0,19.33,19.33
2012-BLG-0189,BLG511.03,86982,18:03:47.71,270.94879167,-27:45:34.5,-27.75958333,2455997.279,2012-03-10.78,11.052,0.057,17.583,3.113,0.087,18.699,21.354
2012-BLG-0190,BLG511.25,25960,18:00:29.86,270.12441667,-27:09:39.1,-27.16086111,2456002.886,2012-03-16.39,6.468,1.518,1.129,0.132,1.0,16.819,16.819
2012-BLG-0191,BLG514.19,80551,18:04:31.19,271.12995833,-30:58:35.3,-30.97647222,2456116.623,2012-07-08.12,178.606,1.843,1.077,0.080,1.0,16.492,16.492
2012-BLG-0192,BLG514.30,101219,18:02:21.45,270.589375,-30:36:25.6,-30.60711111,2455998.211,2012-03-11.71,14.002,0.13,7.714,2.218,0.24,19.49,21.038
2012-BLG-0193,BLG534.28,92613,17:52:27.96,268.1165,-30:43:36.8,-30.72688889,2455998.265,2012-03-11.77,8.326,0.115,8.722,2.352,0.354,19.345,20.472
2012-BLG-0194,BLG580.03,34584,18:09:22.67,272.34445833,-25:55:31.5,-25.92541667,2456013.56,2012-03-27.06,37.136,0.596,1.894,0.693,0.19,17.122,18.926
2012-BLG-0195,BLG505.32,85386,17:55:18.84,268.8285,-28:52:32.4,-28.87566667,2456005.734,2012-03-19.23,7.425,1.484,1.137,0.139,1.0,15.871,15.871
2012-BLG-0196,BLG506.28,115997,17:58:12.53,269.55220833,-30:03:38.8,-30.06077778,2456004.946,2012-03-18.45,12.393,0.523,2.103,0.807,0.334,18.015,19.206
2012-BLG-0197,BLG511.02,116558,18:04:16.25,271.06770833,-27:49:04.8,-27.818,2456001.391,2012-03-14.89,64.991,1.688,1.098,0.101,1.0,18.109,18.109
2012-BLG-0198,BLG512.27,135143,18:04:28.17,271.117375,-28:11:44.4,-28.19566667,2456002.398,2012-03-15.90,66.04,0.406,2.615,1.044,0.15,18.804,20.866
2012-BLG-0199,BLG514.25,64391,18:00:26.14,270.10891667,-30:48:30.1,-30.80836111,2456044.941,2012-04-27.44,35.027,0.246,4.152,1.546,0.786,17.837,18.099
2012-BLG-0200,BLG519.31,99060,18:07:06.70,271.77791667,-27:35:42.1,-27.59502778,2456001.497,2012-03-15.00,10.675,0.781,1.556,0.480,1.0,18.62,18.62
2012-BLG-0201,BLG534.20,150987,17:52:21.98,268.09158333,-31:03:05.8,-31.05161111,2456014.254,2012-03-27.75,35.143,0.089,11.258,2.629,0.174,18.256,20.153
2012-BLG-0202,BLG617.08,108753,17:18:32.28,259.6345,-29:49:13.3,-29.82036111,2455996.521,2012-03-10.02,10.401,0.0,512359,14.274,0.073,16.02,18.859
2012-BLG-0203,BLG645.04,29799,17:57:38.50,269.41041667,-27:22:30.5,-27.37513889,2456005.733,2012-03-19.23,21.275,0.119,8.462,2.319,1.0,19.186,19.186
2012-BLG-0204,BLG501.16,52959,17:49:02.31,267.259625,-29:50:47.6,-29.84655556,2456007.386,2012-03-20.89,14.257,0.8,1.532,0.463,1.0,18.843,18.843
2012-BLG-0205,BLG522.23,144865,18:12:06.81,273.028375,-25:51:21.2,-25.85588889,2456036.42,2012-04-18.92,133.709,0.195,5.213,1.793,0.256,18.592,20.071
2012-BLG-0206,BLG524.07,176153,18:11:42.56,272.92733333,-29:01:35.5,-29.02652778,2456004.735,2012-03-18.23,10.67,1.475,1.139,0.142,1.0,15.598,15.598
2012-BLG-0207,BLG535.17,99827,17:54:30.62,268.62758333,-32:05:35.3,-32.09313889,2456023.928,2012-04-06.43,21.582,0.025,40.781,4.026,1.0,19.32,19.32
2012-BLG-0208,BLG518.18,44754,18:10:38.22,272.65925,-26:42:29.6,-26.70822222,2456052.999,2012-05-05.50,93.095,0.19,5.341,1.819,0.158,17.467,19.468
2012-BLG-0209,BLG518.20,119620,18:08:54.48,272.227,-26:44:53.2,-26.74811111,2456028.684,2012-04-11.18,46.54,0.328,3.168,1.252,1.0,20.121,20.121
2012-BLG-0210,BLG534.10,121004,17:53:17.59,268.32329167,-31:08:55.7,-31.14880556,2456001.936,2012-03-15.44,41.565,0.1,9.997,2.500,0.129,19.814,22.037
2012-BLG-0211,BLG580.26,116047,18:10:10.96,272.54566667,-25:01:40.2,-25.02783333,2456013.118,2012-03-26.62,23.394,0.003,367.4,6.413,0.364,18.133,19.232
2012-BLG-0212,BLG624.01,45279,17:42:24.80,265.60333333,-22:01:05.8,-22.01827778,2456001.237,2012-03-14.74,23.688,0.816,1.512,0.449,1.0,18.789,18.789
2012-BLG-0213,BLG624.09,40293,17:42:19.20,265.58,-21:46:40.8,-21.778,2456000.918,2012-03-14.42,16.127,0.028,35.551,3.877,1.0,19.312,19.312
2012-BLG-0214,BLG502.25,124090,17:48:29.58,267.12325,-33:26:18.4,-33.43844444,2456017.407,2012-03-30.91,12.584,0.632,1.809,0.644,1.0,17.494,17.494
2012-BLG-0215,BLG508.22,112029,17:56:29.07,269.121125,-32:50:20.4,-32.839,2456009.56,2012-03-23.06,6.328,0.67,1.733,0.597,1.0,17.139,17.139
2012-BLG-0216,BLG512.20,6222,18:04:02.13,271.008875,-28:34:36.6,-28.57683333,2456008.318,2012-03-21.82,12.601,1.597,1.113,0.117,1.0,17.663,17.663
2012-BLG-0217,BLG513.11,87946,18:03:44.99,270.93745833,-30:02:18.3,-30.03841667,2456033.893,2012-04-16.39,120.939,0.049,20.297,3.269,0.046,17.529,20.877
2012-BLG-0218,BLG609.29,92261,17:39:32.76,264.8865,-34:20:14.3,-34.33730556,2456146.196,2012-08-06.70,120.859,1.372,1.167,0.168,1.0,15.332,15.332
2012-BLG-0219,BLG653.05,27121,17:34:52.66,263.71941667,-29:07:48.5,-29.13013889,2456088.462,2012-06-09.96,84.439,0.999,1.342,0.320,1.0,16.751,16.751
2012-BLG-0220,BLG653.07,8883,17:33:42.47,263.42695833,-29:05:54.0,-29.09833333,2456003.457,2012-03-16.96,30.446,0.083,12.151,2.712,0.881,17.585,17.722
2012-BLG-0221,BLG653.27,69176,17:36:40.51,264.16879167,-28:08:29.7,-28.14158333,2455981.257,2012-02-23.76,34.99,0.463,2.331,0.919,1.0,17.347,17.347
2012-BLG-0222,BLG654.24,78128,17:33:24.14,263.35058333,-29:33:11.2,-29.55311111,2455984.142,2012-02-26.64,13.829,0.53,2.081,0.796,1.0,17.591,17.591
2012-BLG-0223,BLG654.31,108820,17:33:56.93,263.48720833,-29:15:56.4,-29.26566667,2456002.992,2012-03-16.49,32.234,0.682,1.710,0.583,1.0,17.187,17.187
2012-BLG-0224,BLG512.08,136926,18:05:51.02,271.46258333,-28:39:07.2,-28.652,2456003.985,2012-03-17.48,3.542,0.104,9.654,2.462,0.205,18.098,19.819
2012-BLG-0225,BLG522.08,74602,18:16:26.06,274.10858333,-26:21:02.1,-26.35058333,2456006.786,2012-03-20.29,44.612,0.401,2.640,1.054,0.055,16.185,19.34
2012-BLG-0226,BLG522.09,96590,18:15:43.45,273.93104167,-26:14:02.6,-26.23405556,2456253.834,2012-11-22.33,303.16,1.426,1.152,0.153,1.0,17.126,17.126
2012-BLG-0227,BLG630.18,84690,17:47:16.60,266.81916667,-20:48:39.9,-20.81108333,2456038.219,2012-04-20.72,29.378,0.604,1.874,0.682,1.0,17.23,17.23
2012-BLG-0228,BLG632.14,117096,17:44:14.32,266.05966667,-23:31:37.7,-23.52713889,2455998.132,2012-03-11.63,11.296,0.06,16.635,3.053,1.0,20.429,20.429
2012-BLG-0229,BLG632.28,16880,17:46:29.69,266.62370833,-23:00:08.3,-23.00230556,2456040.638,2012-04-23.14,60.372,0.67,1.733,0.597,1.0,18.877,18.877
2012-BLG-0230,BLG501.20,166528,17:52:25.97,268.10820833,-29:47:27.0,-29.79083333,2456018.162,2012-03-31.66,23.965,0.115,8.729,2.352,0.718,19.338,19.697
2012-BLG-0231,BLG501.22,1319,17:51:31.42,267.88091667,-29:49:42.3,-29.82841667,2456005.712,2012-03-19.21,0.944,0.609,1.862,0.675,1.0,18.572,18.572
2012-BLG-0232,BLG504.11,142900,17:58:08.73,269.536375,-28:03:08.7,-28.05241667,2456088.552,2012-06-10.05,62.698,0.627,1.821,0.651,0.816,17.091,17.312
2012-BLG-0233,BLG504.20,31278,17:58:27.85,269.61604167,-27:47:56.7,-27.79908333,2456015.292,2012-03-28.79,18.821,0.001,1083.2,7.587,1.0,20.336,20.336
2012-BLG-0234,BLG505.23,124016,17:56:01.34,269.00558333,-28:59:58.2,-28.9995,2456004.999,2012-03-18.50,2.452,0.135,7.472,2.184,0.358,19.442,20.556
2012-BLG-0235,BLG512.30,111938,18:02:32.69,270.63620833,-27:59:52.2,-27.99783333,2456005.406,2012-03-18.91,2.004,0.614,1.850,0.668,1.0,19.267,19.267
2012-BLG-0236,BLG588.07,105512,18:06:35.43,271.647625,-33:26:46.3,-33.44619444,2456009.493,2012-03-22.99,32.89,0.305,3.391,1.326,1.0,18.369,18.369
2012-BLG-0237,BLG603.25,73531,17:42:37.16,265.65483333,-33:55:52.0,-33.93111111,2456021.696,2012-04-04.20,16.375,0.17,5.937,1.934,1.0,18.158,18.158
2012-BLG-0238,BLG611.24,20044,17:33:41.87,263.42445833,-26:57:34.9,-26.95969444,2456033.777,2012-04-16.28,1.31,0.106,9.506,2.445,1.0,17.835,17.835
2012-BLG-0239,BLG500.08,116583,17:54:40.77,268.669875,-28:48:49.4,-28.81372222,2456006.978,2012-03-20.48,23.324,0.211,4.815,1.707,0.108,18.735,21.152
2012-BLG-0240,BLG500.29,80627,17:51:49.82,267.95758333,-28:02:59.5,-28.04986111,2456169.502,2012-08-30.00,137.07,1.441,1.148,0.149,1.0,15.541,15.541
2012-BLG-0241,BLG501.23,62943,17:50:25.95,267.608125,-29:49:43.5,-29.82875,2456023.664,2012-04-06.16,76.144,0.546,2.030,0.769,0.334,18.832,20.023
2012-BLG-0242,BLG501.27,83385,17:53:30.75,268.378125,-29:20:19.4,-29.33872222,2456023.889,2012-04-06.39,20.994,0.685,1.705,0.579,1.0,18.744,18.744
2012-BLG-0243,BLG502.16,57817,17:48:50.29,267.20954167,-33:44:32.5,-33.74236111,2456007.591,2012-03-21.09,21.434,0.186,5.456,1.842,0.309,19.629,20.904
2012-BLG-0244,BLG505.27,71263,17:59:06.98,269.77908333,-28:48:07.0,-28.80194444,2456034.044,2012-04-16.54,38.983,0.39,2.709,1.082,0.336,18.153,19.336
2012-BLG-0245,BLG507.25,107024,17:54:36.74,268.65308333,-31:27:31.5,-31.45875,2456034.297,2012-04-16.80,24.55,1.491,1.135,0.138,1.0,15.661,15.661
2012-BLG-0246,BLG508.24,134893,17:55:04.00,268.76666667,-32:39:08.7,-32.65241667,2456032.71,2012-04-15.21,80.721,0.339,3.072,1.219,0.194,18.397,20.177
2012-BLG-0247,BLG511.05,2912,18:02:32.69,270.63620833,-27:59:52.2,-27.99783333,2456005.263,2012-03-18.76,2.703,0.647,1.778,0.625,1.0,19.185,19.185
2012-BLG-0248,BLG512.21,166650,18:02:59.62,270.74841667,-28:21:00.2,-28.35005556,2456008.245,2012-03-21.75,29.311,0.082,12.224,2.718,0.09,19.67,22.289
2012-BLG-0249,BLG524.21,153028,18:13:48.70,273.45291667,-28:36:06.8,-28.60188889,2455999.655,2012-03-13.15,23.33,0.358,2.928,1.166,1.0,19.578,19.578
2012-BLG-0250,BLG524.29,7244,18:14:19.94,273.58308333,-28:15:15.1,-28.25419444,2455998.083,2012-03-11.58,21.513,0.324,3.206,1.265,1.0,19.813,19.813
2012-BLG-0251,BLG504.14,134604,17:56:03.52,269.01466667,-28:07:01.5,-28.11708333,2456014.566,2012-03-28.07,5.933,0.789,1.545,0.473,1.0,17.202,17.202
2012-BLG-0252,BLG509.29,89571,17:57:24.11,269.35045833,-33:43:44.9,-33.72913889,2456010.326,2012-03-23.83,27.029,0.216,4.701,1.680,0.365,18.764,19.859
2012-BLG-0253,BLG512.11,205938,18:03:29.23,270.87179167,-28:44:48.0,-28.74666667,2456009.998,2012-03-23.50,4.815,1.149,1.253,0.245,1.0,17.989,17.989
2012-BLG-0254,BLG514.26,8182,18:05:38.36,271.40983333,-30:40:43.1,-30.67863889,2456013.401,2012-03-26.90,12.183,1.274,1.199,0.197,1.0,17.162,17.162
2012-BLG-0255,BLG515.21,69338,18:03:26.10,270.85875,-32:00:38.9,-32.01080556,2456009.029,2012-03-22.53,9.245,0.339,3.073,1.219,1.0,19.594,19.594
2012-BLG-0256,BLG534.18,60529,17:54:01.12,268.50466667,-30:59:58.6,-30.99961111,2456015.351,2012-03-28.85,10.933,0.72,1.646,0.541,1.0,18.161,18.161
2012-BLG-0257,BLG534.22,95318,17:51:05.78,267.77408333,-30:51:50.3,-30.86397222,2456033.179,2012-04-15.68,58.859,0.422,2.524,1.005,0.144,17.897,20.001
2012-BLG-0258,BLG535.26,146652,17:53:40.87,268.42029167,-31:41:24.7,-31.69019444,2456071.637,2012-05-24.14,39.401,0.265,3.877,1.471,1.0,17.338,17.338
2012-BLG-0259,BLG611.05,102328,17:34:43.07,263.67945833,-27:36:58.7,-27.61630556,2456008.168,2012-03-21.67,13.571,0.44,2.433,0.965,0.191,18.328,20.126
2012-BLG-0260,BLG611.23,43944,17:34:17.63,263.57345833,-27:09:03.7,-27.15102778,2456006.556,2012-03-20.06,5.445,0.789,1.547,0.473,1.0,19.771,19.771
2012-BLG-0261,BLG502.24,123106,17:49:07.68,267.282,-33:30:42.5,-33.51180556,2456039.205,2012-04-21.70,20.099,0.684,1.706,0.580,1.0,17.626,17.626
2012-BLG-0262,BLG506.27,132026,17:58:50.94,269.71225,-29:58:37.1,-29.97697222,2456002.941,2012-03-16.44,105.465,0.279,3.691,1.418,0.098,18.779,21.296
2012-BLG-0263,BLG512.24,45289,18:01:11.62,270.29841667,-28:21:07.0,-28.35194444,2456013.342,2012-03-26.84,25.731,0.384,2.748,1.098,0.223,18.797,20.428
2012-BLG-0264,BLG513.23,34109,18:01:57.88,270.49116667,-29:33:24.0,-29.55666667,2456014.07,2012-03-27.57,8.819,0.245,4.177,1.552,0.646,18.783,19.257
2012-BLG-0265,BLG514.31,92468,18:01:44.56,270.43566667,-30:40:44.0,-30.67888889,2456029.453,2012-04-11.95,31.787,0.062,16.204,3.024,1.0,19.697,19.697
2012-BLG-0266,BLG519.21,76182,18:08:31.46,272.13108333,-27:46:08.1,-27.76891667,2456013.477,2012-03-26.98,10.668,0.816,1.512,0.449,1.0,18.86,18.86
2012-BLG-0267,BLG580.20,124590,18:08:54.84,272.2285,-25:15:38.4,-25.26066667,2456005.601,2012-03-19.10,28.932,0.097,10.362,2.539,0.11,19.52,21.914
2012-BLG-0268,BLG611.25,46594,17:32:56.39,263.23495833,-26:56:02.2,-26.93394444,2456017.846,2012-03-31.35,14.029,0.071,14.125,2.875,1.0,20.094,20.094
2012-BLG-0269,BLG612.15,92611,17:27:37.77,261.907375,-28:02:59.7,-28.04991667,2456070.447,2012-05-22.95,119.627,0.195,5.207,1.791,1.0,20.47,20.47
2012-BLG-0270,BLG617.23,43907,17:14:42.46,258.67691667,-29:35:50.4,-29.59733333,2456034.662,2012-04-17.16,53.243,0.021,47.457,4.191,0.307,18.024,19.308
2012-BLG-0271,BLG632.30,15064,17:45:13.02,266.30425,-23:01:07.9,-23.01886111,2456021.276,2012-04-03.78,45.133,0.847,1.477,0.424,1.0,19.104,19.104
2012-BLG-0272,BLG501.13,35329,17:51:24.09,267.850375,-29:53:01.9,-29.88386111,2456010.515,2012-03-24.02,30.596,0.185,5.463,1.844,0.306,19.888,21.174
2012-BLG-0273,BLG507.10,91876,17:58:56.81,269.73670833,-31:51:18.5,-31.85513889,2456027.999,2012-04-10.50,34.457,0.176,5.738,1.897,0.7,19.361,19.749
2012-BLG-0274,BLG510.01,66687,17:59:38.83,269.91179167,-35:50:59.5,-35.84986111,2456014.397,2012-03-27.90,11.75,0.802,1.529,0.461,1.0,19.241,19.241
2012-BLG-0275,BLG511.13,1056,18:02:31.07,270.62945833,-27:39:35.1,-27.65975,2456035.209,2012-04-17.71,67.409,0.29,3.558,1.378,0.221,18.577,20.214
2012-BLG-0276,BLG512.16,20515,18:00:34.43,270.14345833,-28:49:24.2,-28.82338889,2456012.649,2012-03-26.15,9.769,0.168,6.005,1.946,0.578,19.526,20.121
2012-BLG-0277,BLG514.26,12002,18:05:38.29,271.40954167,-30:40:42.9,-30.67858333,2456014.23,2012-03-27.73,32.161,0.243,4.203,1.559,1.0,19.417,19.417
2012-BLG-0278,BLG604.14,95833,17:44:05.97,266.024875,-35:25:12.0,-35.42,2455991.997,2012-03-05.50,30.66,0.611,1.858,0.673,1.0,19.317,19.317
2012-BLG-0279,BLG646.01,108952,18:04:44.27,271.18445833,-26:45:16.1,-26.75447222,2456008.428,2012-03-21.93,2.945,0.946,1.384,0.352,1.0,17.942,17.942
2012-BLG-0280,BLG660.01,9028,17:48:29.58,267.12325,-33:26:18.4,-33.43844444,2456017.387,2012-03-30.89,12.627,0.617,1.843,0.664,1.0,16.986,16.986
2012-BLG-0281,BLG660.10,29767,17:47:38.11,266.90879167,-33:11:50.9,-33.19747222,2456009.127,2012-03-22.63,1.712,0.899,1.425,0.384,1.0,16.156,16.156
2012-BLG-0282,BLG611.22,128013,17:34:45.91,263.69129167,-26:59:10.3,-26.98619444,2456008.752,2012-03-22.25,0.265,0.135,7.473,2.184,1.0,20.153,20.153
2012-BLG-0283,BLG501.29,9179,17:52:10.51,268.04379167,-29:26:40.1,-29.44447222,2456011.193,2012-03-24.69,5.1,0.575,1.947,0.723,1.0,18.735,18.735
2012-BLG-0284,BLG505.32,90105,17:55:20.20,268.83416667,-28:52:46.6,-28.87961111,2456018.118,2012-03-31.62,27.373,0.257,3.984,1.501,0.654,20.419,20.881
2012-BLG-0285,BLG506.12,23181,17:57:43.33,269.43054167,-30:36:24.4,-30.60677778,2456011.947,2012-03-25.45,7.286,0.624,1.829,0.655,1.0,20.133,20.133
2012-BLG-0286,BLG510.11,4460,17:58:37.64,269.65683333,-35:37:09.2,-35.61922222,2456036.589,2012-04-19.09,214.052,0.038,26.092,3.541,0.061,19.303,22.339
2012-BLG-0287,BLG510.21,111697,17:57:16.89,269.320375,-35:11:55.1,-35.19863889,2456012.178,2012-03-25.68,73.271,0.0,978945,14.977,0.071,19.396,22.274
2012-BLG-0288,BLG511.18,178609,18:04:55.24,271.23016667,-27:12:52.4,-27.21455556,2456063.894,2012-05-16.39,50.676,0.3,3.442,1.342,0.614,18.443,18.973
2012-BLG-0289,BLG511.26,119321,18:05:05.26,271.27191667,-26:54:08.7,-26.90241667,2456016.454,2012-03-29.95,19.304,0.025,40.755,4.025,0.291,19.667,21.006
2012-BLG-0290,BLG512.24,155174,18:00:51.92,270.21633333,-28:21:03.9,-28.35108333,2456011.269,2012-03-24.77,0.912,1.429,1.151,0.152,1.0,17.128,17.128
2012-BLG-0291,BLG513.23,10472,18:01:52.74,270.46975,-29:44:35.2,-29.74311111,2456024.376,2012-04-06.88,21.056,0.225,4.531,1.641,0.221,18.126,19.764
2012-BLG-0292,BLG520.26,151214,18:10:30.53,272.62720833,-28:44:01.5,-28.73375,2456021.367,2012-04-03.87,11.533,0.118,8.513,2.325,0.567,18.123,18.739
2012-BLG-0293,BLG535.10,122477,17:52:58.60,268.24416667,-32:35:48.6,-32.59683333,2456029.167,2012-04-11.67,25.27,0.494,2.207,0.859,1.0,17.638,17.638
2012-BLG-0294,BLG535.12,29052,17:51:57.26,267.98858333,-32:21:27.1,-32.35752778,2456039.313,2012-04-21.81,176.188,0.252,4.069,1.524,0.177,19.243,21.122
2012-BLG-0295,BLG604.29,9595,17:45:51.81,266.465875,-34:57:41.7,-34.96158333,2456053.472,2012-05-05.97,96.113,0.057,17.582,3.113,0.349,18.729,19.872
2012-BLG-0296,BLG654.27,70579,17:36:49.39,264.20579167,-29:27:43.0,-29.46194444,2456008.43,2012-03-21.93,22.799,0.12,8.401,2.311,1.0,20.623,20.623
2012-BLG-0297,BLG654.30,51967,17:34:48.06,263.70025,-29:26:18.2,-29.43838889,2456014.673,2012-03-28.17,32.8,0.13,7.737,2.221,1.0,19.964,19.964
2012-BLG-0298,BLG501.09,47909,17:54:20.63,268.58595833,-29:51:02.5,-29.85069444,2456011.691,2012-03-25.19,3.552,1.108,1.274,0.263,1.0,18.205,18.205
2012-BLG-0299,BLG505.24,26508,17:55:38.90,268.91208333,-29:03:05.1,-29.05141667,2456007.361,2012-03-20.86,10.952,1.782,1.084,0.088,1.0,16.904,16.904
2012-BLG-0300,BLG505.31,134458,17:56:08.66,269.03608333,-28:41:38.5,-28.69402778,2456012.103,2012-03-25.60,8.421,0.013,77.383,4.722,0.045,18.312,21.691
2012-BLG-0301,BLG506.19,122341,17:58:51.24,269.7135,-30:11:55.9,-30.19886111,2456014.736,2012-03-28.24,4.414,0.658,1.756,0.611,1.0,19.169,19.169
2012-BLG-0302,BLG513.30,86435,18:02:19.18,270.57991667,-29:23:15.5,-29.38763889,2456021.991,2012-04-04.49,30.017,0.027,37.421,3.933,0.056,17.853,20.991
2012-BLG-0303,BLG612.26,82265,17:31:50.81,262.96170833,-27:24:36.6,-27.41016667,2456012.068,2012-03-25.57,4.696,0.086,11.662,2.667,1.0,18.442,18.442
2012-BLG-0304,BLG613.28,93045,17:30:35.87,262.64945833,-28:39:36.4,-28.66011111,2456014.01,2012-03-27.51,12.413,0.709,1.663,0.553,1.0,19.451,19.451
2012-BLG-0305,BLG504.10,108494,17:58:53.30,269.72208333,-28:14:09.0,-28.23583333,2456046.836,2012-04-29.34,18.615,0.744,1.608,0.516,1.0,16.323,16.323
2012-BLG-0306,BLG512.07,189078,18:00:43.48,270.18116667,-29:03:30.5,-29.05847222,2456021.256,2012-04-03.76,6.019,0.788,1.548,0.474,0.658,15.414,15.869
2012-BLG-0307,BLG515.31,37880,18:01:59.05,270.49604167,-31:56:55.0,-31.94861111,2456011.951,2012-03-25.45,4.529,1.998,1.061,0.064,1.0,17.296,17.296
2012-BLG-0308,BLG520.10,22246,18:10:15.05,272.56270833,-29:20:18.0,-29.33833333,2456058.912,2012-05-11.41,53.256,0.065,15.520,2.977,0.233,18.209,19.79
2012-BLG-0309,BLG535.26,119190,17:53:41.25,268.421875,-31:55:44.2,-31.92894444,2456031.125,2012-04-13.62,23.942,0.143,7.032,2.118,0.737,18.746,19.078
2012-BLG-0310,BLG545.18,93664,18:15:36.95,273.90395833,-24:53:53.3,-24.89813889,2456017.844,2012-03-31.34,11.372,0.849,1.475,0.422,1.0,18.429,18.429
2012-BLG-0311,BLG611.19,123584,17:36:49.03,264.20429167,-26:55:37.2,-26.927,2456020.531,2012-04-03.03,20.128,0.59,1.908,0.701,1.0,19.789,19.789
2012-BLG-0312,BLG501.23,4568,17:50:43.50,267.68125,-29:46:23.4,-29.77316667,2456074.61,2012-05-27.11,59.058,0.464,2.325,0.916,1.0,18.606,18.606
2012-BLG-0313,BLG506.23,103884,17:55:57.88,268.99116667,-30:16:32.7,-30.27575,2456030.174,2012-04-12.67,34.164,0.041,24.435,3.470,0.1,18.085,20.59
2012-BLG-0314,BLG506.27,58825,17:59:01.05,269.754375,-30:04:36.5,-30.07680556,2456014.013,2012-03-27.51,10.935,0.966,1.367,0.339,1.0,19.595,19.595
2012-BLG-0315,BLG511.14,28282,18:01:56.07,270.483625,-27:27:18.1,-27.45502778,2456017.504,2012-03-31.00,3.512,1.629,1.107,0.111,1.0,16.268,16.268
2012-BLG-0316,BLG512.08,101905,18:05:48.70,271.45291667,-28:52:02.4,-28.86733333,2456019.261,2012-04-01.76,8.443,0.837,1.488,0.432,0.322,16.991,18.221
2012-BLG-0317,BLG512.16,34525,18:00:30.04,270.12516667,-28:44:41.1,-28.74475,2456040.478,2012-04-22.98,38.967,0.057,17.504,3.108,0.59,18.674,19.248
2012-BLG-0318,BLG519.29,126643,18:08:27.77,272.11570833,-27:27:23.7,-27.45658333,2456014.868,2012-03-28.37,3.64,0.92,1.405,0.369,1.0,18.477,18.477
2012-BLG-0319,BLG520.13,49490,18:07:58.06,271.99191667,-29:31:21.3,-29.52258333,2456021.865,2012-04-04.37,24.094,0.027,36.893,3.917,0.416,19.828,20.78
2012-BLG-0320,BLG501.17,74372,17:54:49.24,268.70516667,-29:43:13.9,-29.72052778,2456028.704,2012-04-11.20,45.392,1.156,1.249,0.242,1.0,18.532,18.532
2012-BLG-0321,BLG506.31,107006,17:55:54.44,268.97683333,-30:03:01.6,-30.05044444,2456015.216,2012-03-28.72,6.19,0.46,2.341,0.923,1.0,20.085,20.085
2012-BLG-0322,BLG512.19,79319,18:04:29.67,271.123625,-28:29:59.5,-28.49986111,2456036.202,2012-04-18.70,36.021,0.419,2.541,1.013,0.473,18.244,19.055
2012-BLG-0323,BLG603.24,7468,17:43:52.10,265.96708333,-34:05:20.7,-34.08908333,2456019.831,2012-04-02.33,25.647,0.216,4.708,1.682,0.333,19.782,20.976
2012-BLG-0324,BLG613.03,40941,17:30:51.63,262.715125,-29:48:21.5,-29.80597222,2456018.415,2012-03-31.91,17.64,0.667,1.738,0.600,1.0,19.426,19.426
2012-BLG-0325,BLG500.03,5365,17:52:55.18,268.22991667,-29:10:04.4,-29.16788889,2456040.371,2012-04-22.87,16.094,0.975,1.360,0.334,1.0,16.647,16.647
2012-BLG-0326,BLG504.31,62,17:56:22.83,269.095125,-27:38:45.9,-27.64608333,2456021.68,2012-04-04.18,3.511,0.716,1.652,0.545,1.0,16.11,16.11
2012-BLG-0327,BLG506.07,186190,17:55:08.85,268.786875,-30:49:11.9,-30.81997222,2456020.094,2012-04-02.59,25.826,0.223,4.572,1.650,0.215,19.479,21.147
2012-BLG-0328,BLG506.15,8171,17:55:32.51,268.88545833,-30:41:41.0,-30.69472222,2456017.046,2012-03-30.55,3.044,0.712,1.659,0.550,1.0,19.463,19.463
2012-BLG-0329,BLG506.24,82071,17:55:32.52,268.8855,-30:09:38.1,-30.16058333,2456023.118,2012-04-05.62,8.608,0.094,10.705,2.574,0.664,19.122,19.568
